|links
1794|https://g1.globo.com/sp/sao-paulo/noticia/2025/02/17/ameacas-diarias-de-punicao-e-16-horas-de-trabalho-para-aplicar-golpes-brasileiro-vitima-de-trafico-humano-relata-rotina-de-escravidao-por-mafia.ghtml
1796|https://g1.globo.com/economia/noticia/2020/11/05/nome-sujo-saiba-como-consultar-se-o-cpf-esta-negativado-e-como-regularizar-a-situacao.ghtml
1798|https://www.camara.leg.br/radio/programas/894723-receita-federal-alerta-para-golpe-do-cpf/
1802|https://www.cnnbrasil.com.br/economia/financas/ultimo-dia-para-sacar-dinheiro-esquecido-veja-como-se-logar-no-gov-br/
1804|https://g1.globo.com/fantastico/noticia/2025/04/22/como-funciona-o-golpe-do-fgts-investigacao-aponta-participacao-de-funcionarios-da-caixa.ghtml
1806|https://www.estadao.com.br/economia/banco-seguranca-ligacao-falas-dicas-golpe-fraude-o-que-fazer-nprei/
1808|https://g1.globo.com/fantastico/noticia/2021/07/12/entenda-como-funciona-o-golpe-do-falso-emprestimo-que-roubou-mais-de-r-30-milhoes-de-vitimas.ghtml
1810|https://g1.globo.com/politica/noticia/2025/03/25/denuncia-do-golpe-ministerio-publico-apresenta-argumentos-sobre-caso.ghtml
1812|https://www.estadao.com.br/estadao-verifica/indenizacao-serasa-stf-ia-falso-golpe/
1814|https://g1.globo.com/pe/pernambuco/noticia/2024/08/23/beneficiarios-do-bolsa-familia-denunciam-fraude-em-saques-apos-receberem-dinheiro-na-conta-policia-investiga-golpe.ghtml
